,index,genres,id,keywords,original_title,release_date,revenue,status,title,cast,director
3624,3683,Horror,16337,'hammer gore slasher chainsaw b horror','The Texas Chainsaw Massacre 2',1986-08-22,8025872,Released,'The Texas Chainsaw Massacre 2','Dennis Hopper Caroline Williams Jim Siedow Bill Moseley Bill Johnson','Tobe Hooper'
3625,3684,Western,11577,'sheriff aging billy the kid lawlessness gun battle','Pat Garrett & Billy the Kid',1973-05-23,11000000,Released,'Pat Garrett & Billy the Kid','James Coburn Kris Kristofferson Richard Jaeckel Katy Jurado Chill Wills','Sam Peckinpah'
3626,3685,'Drama Thriller Crime',77987,'bangkok suicidal arthouse neo-noir drug trafficker','Only God Forgives',2013-05-30,10337387,Released,'Only God Forgives','Ryan Gosling Kristin Scott Thomas Gordon Brown Tom Burke Vithaya Pansringarm','Nicolas Winding Refn'
3627,3686,'Drama Romance',40185,?,'Camping Sauvage',2005-10-13,0,Released,'Camping Sauvage','Denis Lavant Isild Le Besco Pascal Bongard Jean-Michel Guerin Martine Demaret','Christophe Ali'
3628,3687,'Comedy Romance',68202,'woman director','Without Men',2011-06-29,0,Released,'Without Men','Eva Longoria Christian Slater Oscar Nunez Kate del Castillo M\\u00f3nica Huarte','Gabriela Tagliavini'
3629,3688,'Drama Family',8981,'scotland father son relationship single parent loss of father violent father','Dear Frankie',2004-05-18,0,Released,'Dear Frankie','Gerard Butler Emily Mortimer Jack McElhone Sharon Small Katy Murphy','Shona Auerbach'
3630,3689,'Action Comedy Drama Western',10914,'indian territory horse ranch stetson urbanisierung','All Hat',2007-09-11,0,Released,'All Hat','Rachael Leigh Cook Luke Kirby Keith Carradine Lisa Ray Graham Greene','Leonard Farlinger'
3631,3690,'Drama Comedy Romance',50848,'female nudity political voting results','Le Nom des gens',2010-11-24,0,Released,'The Names of Love','Jacques Gamblin Sara Forestier Zinedine Soualem Jacques Boudet Carole Franck','Michel Leclerc'
3632,3691,'Drama Comedy',166624,'fish boy parenting first love troubled childhood','Treading Water',2013-09-13,0,Released,'Treading Water','Douglas Smith Zo\\u00eb Kravitz Ariadna Gil Don McKellar Kim Ly','Analeine Cal y Mayor'
3633,3692,Drama,10822,'mother sex adultery nudity scandal','Savage Grace',2007-05-18,0,Released,'Savage Grace','Julianne Moore Stephen Dillane Eddie Redmayne Elena Anaya Hugh Dancy','Tom Kalin'
3634,3693,Drama,10844,'new zealand gun rampage police independent film neighbor','Out of the Blue',2006-10-12,0,Released,'Out of the Blue','Karl Urban Tandi Wright Simon Ferry Matthew Sunderland Lois Lawn','Robert Sarkies'
3635,3694,'Comedy Crime',9336,'trainer recruit shenanigan police academy','Police Academy',1984-03-22,146198896,Released,'Police Academy','Steve Guttenberg Kim Cattrall G. W. Bailey Bubba Smith Donovan Scott','Hugh Wilson'
3636,3695,'Romance Adventure Drama',5689,'sexual identity shipwreck lovers stranded marooned','The Blue Lagoon',1980-07-05,58853106,Released,'The Blue Lagoon','Brooke Shields Christopher Atkins Leo McKern William Daniels Jeffrey Kleiser','Randal Kleiser'
3637,3696,'Comedy Drama Romance',712,'upper class love at first sight wedding vows marriage proposal yuppie','Four Weddings and a Funeral',1994-03-09,254700832,Released,'Four Weddings and a Funeral','Hugh Grant Andie MacDowell James Fleet Simon Callow John Hannah','Mike Newell'
3638,3697,Comedy,13342,'sex based on novel nudity friendship high school','Fast Times at Ridgemont High',1982-08-13,27092880,Released,'Fast Times at Ridgemont High','Sean Penn Jennifer Jason Leigh Judge Reinhold Phoebe Cates Brian Backer','Amy Heckerling'
3639,3698,'Adventure Drama',10339,'based on novel captain boat obsession shipwreck','Moby Dick',1956-06-27,10400000,Released,'Moby Dick','Gregory Peck Richard Basehart Leo Genn James Robertson Justice Harry Andrews','John Huston'
3640,3699,'Crime Drama',1429,'prison prisoner dream drug dealer nightclub','25th Hour',2002-12-16,13060843,Released,'25th Hour','Edward Norton Philip Seymour Hoffman Barry Pepper Rosario Dawson Anna Paquin','Spike Lee'
3641,3700,'Crime Drama Romance Thriller',9303,'prison women\'s prison suspense mafia lesbian',Bound,1996-09-13,7011317,Released,Bound,'Jennifer Tilly Gina Gershon Joe Pantoliano John P. Ryan Christopher Meloni','Lilly Wachowski'
3642,3701,'Crime Drama',641,'drug addiction junkie heroin speed diet','Requiem for a Dream',2000-10-27,7390108,Released,'Requiem for a Dream','Ellen Burstyn Jared Leto Jennifer Connelly Marlon Wayans Christopher McDonald','Darren Aronofsky'
3643,3702,'Music Romance',27686,'state fair','State Fair',1945-08-29,0,Released,'State Fair','Jeanne Crain Dana Andrews Dick Haymes Vivian Blaine Charles Winninger','Walter Lang'
3644,3704,Drama,6106,'civil war dictator journalist guerrilla loss of lover',Salvador,1986-04-23,0,Released,Salvador,'James Woods Jim Belushi Michael Murphy John Savage Tony Plana','Oliver Stone'
3645,3705,Comedy,252680,'wife husband relationship stress children mother daughter relationship parenthood','Moms\' Night Out',2014-03-25,10429707,Released,'Moms\' Night Out','Sarah Drew Sean Astin Patricia Heaton Logan White Robert Amaya ','Jon Erwin'
3646,3706,'Fantasy Drama Mystery',141,'parents kids relationship airplane time travel school presentation school performance','Donnie Darko',2001-01-18,1270522,Released,'Donnie Darko','Jake Gyllenhaal Jena Malone Patrick Swayze Maggie Gyllenhaal Drew Barrymore','Richard Kelly'
3647,3707,'Action Comedy Foreign',66607,?,'Salvando al Soldado Perez',2011-03-18,0,Released,'Saving Private Perez','Joaqu\\u00edn Cosio Gerardo Taracena Jaime Camil Miguel Rodarte Jes\\u00fas Ochoa','Beto G\\u00f3mez'
3648,3708,'Drama Foreign History',17139,'law and ethics',Karakter,1997-04-17,0,Released,Character,'Jan Decleir Fedja van Hu\\u00eat Betty Schuurman Tamar van den Dop','Mike van Diem'
3649,3709,'Comedy Crime Drama',12079,'independent film speed freak junky cop boy toy porn magazine',Spun,2002-06-01,0,Released,Spun,'Jason Schwartzman Mickey Rourke Brittany Murphy John Leguizamo Chloe Hunter','Jonas \\u00c5kerlund'
3650,3710,'Comedy Drama',39800,'dark comedy independent film','Life During Wartime',2009-10-10,744816,Released,'Life During Wartime','Ally Sheedy Paul Reubens Shirley Henderson Allison Janney Michael Kenneth Williams','Todd Solondz'
3651,3711,'Drama Thriller',4550,'independent film','친절한 금자씨',2005-07-29,23803308,Released,'Sympathy for Lady Vengeance','Choi Min-sik Lee Young-ae Kwon Yea-young Go Soo-hee Kim Bu-seon','Park Chan-wook'
3652,3713,'Comedy Drama',9991,'prison sport amateur soccer soccer coach','Mean Machine',2001-12-26,0,Released,'Mean Machine','Vinnie Jones David Kelly David Hemmings Ralph Brown Vas Blackwood','Barry Skolnick'
3653,3714,'Action Crime Thriller',13807,?,放‧逐,2006-09-06,0,Released,Exiled,'Anthony Wong Francis Ng Simon Yam Nick Cheung Richie Ren','Johnnie To'
3654,3715,'Adventure Action Western',68818,'robbery miner treachery sundance kid native peoples',Blackthorn,2011-08-31,623528,Released,Blackthorn,'Sam Shepard Magaly Solier Eduardo Noriega Stephen Rea Daniel Aguirre','Mateo Gil'
3655,3716,'Crime Drama',12093,'suicide sex sweden underground nightclub','Lilja 4-Ever',2002-08-23,0,Released,'Lilya 4-ever','Oksana Akinshina Artyom Bogucharsky Lyubov Agapova Liliya Shinkaryova Elina Benenson','Lukas Moodysson'
3656,3717,'Drama Horror Mystery Thriller',36419,'wheelchair nightmare funeral injection crying',After.Life,2010-04-09,3606395,Released,After.Life,'Liam Neeson Justin Long Christina Ricci Josh Charles Chandler Canterbury','Agnieszka Wojtowicz-Vosloo'
3657,3718,'Comedy Drama Thriller',281730,?,Fugly,2014-06-13,0,Released,Fugly,'Jimmy Shergill Mohit Marwah Kiara Advani Vijendar Singh Arfi Lamba','Kabir Sadanand'
3658,3719,Drama,510,'individual rebel self-destruction wheelchair lunatic asylum','One Flew Over the Cuckoo\'s Nest',1975-11-18,108981275,Released,'One Flew Over the Cuckoo\'s Nest','Jack Nicholson Louise Fletcher Danny DeVito William Redfield Scatman Crothers','Milo\\u0161 Forman'
3659,3720,'Comedy Horror',362105,?,'R.L. Stine\'s Monsterville: The Cabinet of Souls',2015-09-29,0,Released,'R.L. Stine\'s Monsterville: The Cabinet of Souls','Dove Cameron Katherine McNamara Ryan McCartan Laine MacNeil Briana Buckmaster','Peter DeLuise'
3660,3721,Comedy,10970,'screenplay stuntman slapstick mime hollywood','Silent Movie',1976-06-17,0,Released,'Silent Movie','Mel Brooks Marty Feldman Dom DeLuise Sid Caesar Harold Gould','Mel Brooks'
3661,3722,'Thriller Action Drama History',375290,'evacuation war based on true story iraq war',Airlift,2016-01-22,32000000,Released,Airlift,'Akshay Kumar Nimrat Kaur Feryna Wazheir Lena Purab Kohli','Raja Menon'
3662,3723,'Drama Family',17663,'based on novel brother sister relationship canada village love','Anne of Green Gables',1985-12-01,0,Released,'Anne of Green Gables','Megan Follows Colleen Dewhurst Richard Farnsworth Patricia Hamilton Marilyn Lightstone','Kevin Sullivan'
3663,3724,'Adventure Action',270938,'yakuza marine fighting','Falcon Rising',2014-09-05,0,Released,'Falcon Rising','Michael Jai White Neal McDonough Lateef Crowder Laila Ali Hazuki Kato','Ernie Barbarash'
3664,3725,'Action Drama Crime',116613,'british based on tv series','The Sweeney',2012-09-11,6294161,Released,'The Sweeney','Ray Winstone Ben Drew Hayley Atwell Damian Lewis Alan Ford','Nick Love'
3665,3726,'Crime Drama Thriller',11826,'spain sex nudity psychopath murder','Sexy Beast',2000-09-13,0,Released,'Sexy Beast','Ray Winstone Ben Kingsley Ian McShane Amanda Redman James Fox','Jonathan Glazer'
3666,3727,'Drama Thriller Crime',29920,consignment,'Snabba Cash',2010-01-15,0,Released,'Easy Money','Joel Kinnaman Matias Varela Dragomir Mrsic Lisa Henni Mahmut Suvakci','Daniel Espinosa'
3667,3728,'Drama Family',1088,'ocean loss of mother tradition loss of brother becoming an adult','Whale Rider',2003-01-30,41400000,Released,'Whale Rider','Keisha Castle-Hughes Rawiri Paratene Vicky Haughton Cliff Curtis Grant Roa','Niki Caro'
3668,3729,'Drama Family Foreign',26379,?,Paa,2009-12-04,0,Released,Paa,'Amitabh Bachchan Abhishek Bachchan Vidya Balan Paresh Rawal Arundathi Nag',?
3669,3730,'Thriller Mystery Science Fiction',34069,'space colony space travel simulated reality  spaceship suspense',Cargo,2009-09-24,0,Released,Cargo,'Martin Rapold Anna-Katharina Schwabroh Regula Grauwiller Yangzom Brauen Michael Finger','Ivan Engler'
3670,3731,'Comedy Drama Family Music TV Movie',10947,'becoming an adult musical music high school school performance','High School Musical',2006-01-20,0,Released,'High School Musical','Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu','Kenny Ortega'
3671,3732,'Drama Romance Foreign',47452,'obsession love obsessive love actor','Love and Death on Long Island',1997-01-01,0,Released,'Love and Death on Long Island','John Hurt Jason Priestley Sheila Hancock Maury Chaykin Fiona Loewi','Richard Kwietniowski'
3672,3733,'Fantasy Action Thriller',3040,'witch subway fight airplane owl','Ночной дозор',2004-06-27,32000000,Released,'Night Watch','Konstantin Khabenskiy Vladimir Menshov Galina Tyunina Mariya Poroshina Zhanna Friske','Timur Bekmambetov'
3673,3734,'Romance Crime Drama Thriller',11386,'transvestism gay hostage love of one\'s life northern ireland','The Crying Game',1992-09-02,62548947,Released,'The Crying Game','Stephen Rea Jaye Davidson Miranda Richardson Forest Whitaker Adrian Dunbar','Neil Jordan'
3674,3735,Comedy,10246,'male nudity female nudity sex florida virgin','Porky\'s',1981-11-13,125728258,Released,'Porky\'s','Dan Monahan Mark Herrier Wyatt Knight Cyril O\'Reilly Kaki Hunter','Bob Clark'
3675,3736,'Horror Science Fiction',29426,zombie,'Survival of the Dead',2010-05-06,0,Released,'Survival of the Dead','Alan van Sprang Kenneth Welsh Kathleen Munroe Devon Bostick Richard Fitzpatrick','George A. Romero'
3676,3737,Horror,10331,'brother sister relationship cemetery gun gas station loss of father','Night of the Living Dead',1968-10-01,30000000,Released,'Night of the Living Dead','Duane Jones Judith O\'Dea Karl Hardman Marilyn Eastman Keith Wayne','George A. Romero'
3677,3738,Drama,153,'upper class hotel room age difference commercial karaoke','Lost in Translation',2003-08-31,119723856,Released,'Lost in Translation','Bill Murray Scarlett Johansson Anna Faris Giovanni Ribisi Akiko Takeshita','Sofia Coppola'
3678,3739,'Comedy Drama Romance',703,'narration neurosis comedian job interview love','Annie Hall',1977-04-19,38251425,Released,'Annie Hall','Woody Allen Diane Keaton Tony Roberts Carol Kane Paul Simon','Woody Allen'
3679,3740,'Action Drama Romance',27191,'circus travelling circus','The Greatest Show on Earth',1952-01-10,36000000,Released,'The Greatest Show on Earth','Betty Hutton Cornel Wilde Charlton Heston Dorothy Lamour Gloria Grahame','Cecil B. DeMille'
3680,3741,'Drama Romance',1365,'southern usa waitress parents kids relationship overweight child loss of child','Monster\'s Ball',2001-11-11,44909486,Released,'Monster\'s Ball','Halle Berry Billy Bob Thornton Heath Ledger Sean Combs Coronji Calhoun','Marc Forster'
3681,3742,Horror,287424,'post-apocalyptic dystopia zombie',Maggie,2015-05-08,187112,Released,Maggie,'Arnold Schwarzenegger Abigail Breslin Joely Richardson Douglas M. Griffin J.D. Evermore','Henry Hobson'
3682,3743,'Drama Romance',451,'individual prostitute alcohol casino love at first sight','Leaving Las Vegas',1995-10-27,49800000,Released,'Leaving Las Vegas','Nicolas Cage Elisabeth Shue Julian Sands Richard Lewis Steven Weber','Mike Figgis'
3683,3744,'Horror Comedy',165864,'witch marijuana succubus power company cannibalism','Hansel and Gretel Get Baked',2013-02-19,0,Released,'Hansel and Gretel Get Baked','Molly C. Quinn Michael Welch Lara Flynn Boyle Cary Elwes Lochlyn Munro','Duane Journey'
3684,3745,'Romance Drama Comedy',987,'chicago journalist newspaper marriage proposal stress','The Front Page',1974-12-01,0,Released,'The Front Page','Jack Lemmon Walter Matthau Susan Sarandon Vincent Gardenia David Wayne','Billy Wilder'
3685,3746,Thriller,241251,'male nudity female nudity sex adultery infidelity','The Boy Next Door',2015-01-23,52425855,Released,'The Boy Next Door','Jennifer Lopez Ryan Guzman Ian Nelson John Corbett Kristin Chenoweth','Rob Cohen'
3686,3747,Drama,40494,'circus trapeze artist',Trapeze,1956-05-30,14400000,Released,Trapeze,'Burt Lancaster Tony Curtis Gina Lollobrigida Katy Jurado Thomas Gomez','Carol Reed'
3687,3748,'Comedy Drama',39781,'lesbian relationship lesbian dinner motorcycle argument','The Kids Are All Right',2010-07-09,34705850,Released,'The Kids Are All Right','Julianne Moore Annette Bening Mark Ruffalo Mia Wasikowska Josh Hutcherson','Lisa Cholodenko'
3688,3749,'Action Horror Science Fiction Thriller',8337,'dystopia social commentary alien invasion sunglasses brawl','They Live',1988-11-23,13008928,Released,'They Live','Roddy Piper Keith David Meg Foster George Buck Flower Peter Jason','John Carpenter'
3689,3750,'Adventure Drama History Thriller War',5925,'based on novel optimism switzerland baseball famous score','The Great Escape',1963-06-20,11744471,Released,'The Great Escape','Steve McQueen James Garner Richard Attenborough James Donald Charles Bronson','John Sturges'
3690,3751,Documentary,8357,'alternate dimension new age parallel world pseudoscience theology','What the #$*! Do We (K)now!?',2004-04-23,10000000,Released,'What the #$*! Do We (K)now!?','Marlee Matlin Elaine Hendrix Robert Blanche John Ross Bowie Robert Bailey Jr.','William Arntz'
3691,3752,'Horror Thriller',146203,'found footage','The Last Exorcism Part II',2013-02-28,15179302,Released,'The Last Exorcism Part II','Ashley Bell Julia Garner Andrew Sensenig Spencer Treat Clark Judd Lormand','Ed Gass-Donnelly'
3692,3753,Drama,85350,'daily life family\'s daily life urban life growing up domestic abuse',Boyhood,2014-06-05,44349000,Released,Boyhood,'Ellar Coltrane Patricia Arquette Ethan Hawke Elijah Smith Lorelei Linklater','Richard Linklater'
3693,3754,'Comedy Mystery',512,'upper class prostitute journalist drowning newspaper',Scoop,2006-07-27,31584901,Released,Scoop,'Scarlett Johansson Hugh Jackman Woody Allen Ian McShane Kevin McNally','Woody Allen'
3694,3755,'Action Comedy',13408,'sex fight music illegal drug black american stereotype','The Wash',2001-11-16,10229331,Released,'The Wash','Dr. Dre Snoop Dogg DJ Pooh Angell Conwell Bruce Bruce','DJ Pooh'
3695,3756,'Action Comedy Romance',47816,sport,'3 Strikes',2000-03-01,9000000,Released,'3 Strikes','Brian Hooks N\'Bushe Wright Faizon Love E-40 Starletta DuPois','DJ Pooh'
3696,3757,'Drama Romance',10744,'casino jinx bad luck','The Cooler',2003-01-17,0,Released,'The Cooler','William H. Macy Alec Baldwin Maria Bello Shawn Hatosy Paul Sorvino','Wayne Kramer'
3697,3758,'Drama Action Romance',11536,'decision reno mustang falling in love divorce','The Misfits',1961-01-01,8200000,Released,'The Misfits','Clark Gable Marilyn Monroe Montgomery Clift Thelma Ritter Eli Wallach','John Huston'
3698,3759,'Drama Thriller',9782,'radio station radio presenter radio transmission independent film','The Night Listener',2006-02-12,0,Released,'The Night Listener','Toni Collette Robin Williams Joe Morton Bobby Cannavale Rory Culkin','Patrick Stettner'
3699,3760,'Comedy Crime',18713,'new york telephone joke gangster','The Jerky Boys',1995-02-03,0,Released,'The Jerky Boys','John G. Brennan Kamal Ahmed Alan Arkin William Hickey Vincent Pastore','James Melkonian'
